ProjectDWID,ProjectID,ProjectName,ProgramGroup,StartDate,ProjectedCompletionDate,Counted Rental Units,Counted Homeownership Units,All Counted Units,TotalProjectUnits,CommercialSquareFootage,BorrowerLegalEntityName,GeneralContractorName,IsDavisBacon,IsSection220NYSLaborLaw
22661,54984,610 WEST 178 ST. HDFC,Multifamily Finance Program,07/01/2016,06/30/2021,22,0,22,22,0,610 WEST 178TH STREET HOUSING,R and S Construction Corp.,No,No
22794,55026,Home Street Homes,Multifamily Finance Program,12/30/2015,03/27/2019,109,0,109,109,2000,Jaidyn Realty Housing Development Fund Corporation,"Notias Construction, Inc.",No,No
22859,55036,TLK Manor,Multifamily Finance Program,06/29/2016,07/29/2019,83,0,83,83,0,TLK APARTMENTS LLC,Procida Construction,No,No
22769,55050,Compass Residences 2B,Multifamily Finance Program,06/29/2015,05/10/2017,164,0,164,164,4561,COMPASS TWO B LLC,Monadnock Construction,No,No
22771,55073,DAYTON TOWER COOP - RESILENCY - REPAIR,Sandy Program,11/18/2016,,0,0,,1752,2643,"P & K CONTRACTING, INC.","P & K CONTRACTING, INC.",Yes,No
22615,55216,DAYTON BEACH PARK - SANDY RECOVERY - REPAIR,Sandy Program,11/30/2017,05/25/2021,0,0,,1149,0,STRUCTURAL PRESERVATION SYSTEMS,STRUCTURAL PRESERVATION SYSTEMS,Yes,No
22767,55219,"Cadman Towers, Inc",Multifamily Finance Program,06/17/2016,06/26/2019,0,0,,422,102366,CADMAN TOWERS INC,BP ELEVATOR CO,No,No
22634,55223,SYDNEY HOUSE,Multifamily Finance Program,02/22/2018,01/29/2020,1,56,57,57,0,AG HABITAT TILDEN STREET LLC,MEGA CONTRACTING GROUP LLC,No,No
22727,55238,JOHN PAUL II APARTMENTS,Multifamily Finance Program,02/10/2016,05/01/2017,69,0,69,69,0,SOUTHWEST 141 STREET HOUSING,FG-PH Corporation,No,No
22600,55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,Multifamily Finance Program,06/30/2016,03/15/2019,314,0,314,314,21700,STB OWNERS LLC,Chatsworth Builders LLC,No,No
22800,55263,St. Albans Cycle Of Life,Multifamily Finance Program,06/30/2016,08/03/2018,67,0,67,67,0,SACL FARMERS LLC,ST ALBANS JV,No,No
22688,55264,THESSALONIA MANOR,Multifamily Finance Program,12/29/2016,01/25/2019,120,0,120,120,0,THESSALONIA MANOR OWNER LLC,LETTIRE CONSTRUCTION CORP.,No,No
25106,55396,North Shore Plaza_ML,Multifamily Finance Program,12/18/2014,12/17/2016,536,0,536,536,0,"North Shore Preservation DP, L.P",BFC Preservation Builders LLC,No,No
20366,55403,Prince Hall,Multifamily Finance Program,12/19/2013,09/03/2015,0,0,98,98,0,PH Housing L.P.; PH Housing Development Fund Corporation (nominee),Arco Management Corp.,No,No
25287,55428,NYCHA Section 8,Multifamily Finance Program,12/23/2014,12/22/2016,874,0,874,874,0,"Triborough Preservation, LLC.",L&M Builders Group,No,No
19722,55431,SEBCO I and II (aka Longwood Residences),Multifamily Finance Program,06/27/2013,06/27/2013,0,0,361,361,0,"Longwood Residences, LP","Renewal Construction Services, Inc",No,No
19728,55433,Scheuer Gardens,Multifamily Finance Program,06/27/2013,11/12/2013,0,0,116,116,0,Scheuer Gardens L.P.,NOTIAS CONSTRUCTION,No,No
23264,55437,Atlantic Yards B14 (Pacific Park),Multifamily Finance Program,12/12/2014,06/18/2019,298,0,298,298,0,Forest City Ratner Companies,Tishman Speyer,No,No
19727,55464,Scheuer Plaza (HDC),Multifamily Finance Program,06/27/2013,07/27/2015,0,0,100,100,0,Scheuer Plaza L.P.,NOTIAS CONSTRUCTION,No,No
19678,55467,Sam Burt Houses,Multifamily Finance Program,11/25/2014,10/25/2016,0,147,147,147,0,"Sam Burt Houses, Inc.",NO GENERAL CONTRACTOR,No,No
19726,55479,Carmel Apartments,Multifamily Finance Program,06/27/2013,04/30/2015,0,0,100,100,0,Carmel Apartments LLC,FG-PH Corp.,No,No
25315,55500,Carnegie Park,Multifamily Finance Program,05/14/2014,11/12/2015,92,0,92,92,23000,"Carnegie Park Preservation, LP",AMK Contracting Corp.,No,No
22627,57533,CROWN GARDENS HOUSING CORPORATION,Multifamily Finance Program,09/08/2016,,0,239,239,239,0,CROWN GARDENS HOUSING CORPORATION,NO GENERAL CONTRACTOR,No,No
22821,57536,RED HOOK HOMES SANDY RECOVERY,Sandy Program,07/19/2017,01/27/2020,0,0,,61,0,HORIZON CONSTRUCTION INC,HORIZON CONSTRUCTION INC.,Yes,No
22712,57668,WSFSSH. 275 EAST138TH ST. TRES PUENTES,Multifamily Finance Program,05/19/2016,12/31/2018,175,0,175,175,5919,TRES PUENTES LP,Procida Construction,Yes,No
23222,57702,163 BEACH 108 STREET - SANDY RECOVERY,Sandy Program,05/13/2016,03/16/2017,0,0,,15,0,EMPIREHD INC,EMPIREHD INC,Yes,No
23230,57772,Douglaston.155-175 Friendship Lane. Seaview C,Multifamily Finance Program,06/29/2016,08/07/2018,161,0,161,161,0,SEAVIEW C HOUSING DEVELOPMENT FUND,J E LEVINE BUILDER INC,Yes,No
30513,58015,284-298 East 162nd Street,Multifamily Finance Program,06/30/2016,07/20/2018,126,0,126,126,0,EAST 162ND STREET RESIDENTIAL LLC,Chatsworth Builders LLC,No,No
25740,58235,Phipps. 760-770 East Tremont.Lee Goodwin Residence,Multifamily Finance Program,07/06/2016,10/04/2018,61,0,61,61,4344,LEE GOODWIN HOUSING DEVELOPMENT,J. Pilla Contracting,Yes,No
30189,58302,305 E. 171ST STREET HDFC,Multifamily Finance Program,09/23/2016,01/03/2020,0,9,9,9,0,305 E 171 H D F C,"Shamas Contracting Co., Inc.",No,No
30248,58324,2727 OCEAN PARKWAY -RESILIENCY,Sandy Program,03/31/2017,11/08/2019,0,0,,174,400,Lincoln Shores Owners Inc,STRUCTURAL PRESERVATION SYSTEMS,Yes,No
30250,58325,2650 OCEAN PARKWAY - RESILIENCY,Sandy Program,05/30/2018,10/14/2020,0,0,,190,0,"S&N BUILDERS, INC.","S&N BUILDERS, INC.",Yes,No
30330,58388,COMUNILIFE. 1815 WEST FARMS ROAD,Multifamily Finance Program,01/19/2017,12/14/2018,81,0,81,81,0,1815 WEST FARMS ASSOCIATES LP,DP GROUP GENERAL CONTRACTORS,No,No
30395,58450,New Settlement Apartments,Multifamily Finance Program,06/28/2016,08/21/2018,893,0,893,893,0,NSA 2015 OWNER LLC,"Notias Construction, Inc.",No,No
30461,58479,SOUNDVIEW HOMES - PHASE III,Multifamily Finance Program,09/30/2020,,0,72,72,72,0,SOUNDVIEW PARK TOWNHOMES LLC,LEMLE & WOLFF CONSTRUCTION CORP.,No,No
30462,58480,Story Avenue East,Multifamily Finance Program,06/22/2016,02/20/2020,212,0,212,212,0,STORY AVENUE EAST RESIDENTIAL LLC,L & M Builders,No,No
35056,58548,2580 OCEAN PARKWAY,Sandy Program,02/28/2017,08/27/2018,0,0,,90,0,HORIZON CONSTRUCTION INC.,HORIZON CONSTRUCTION INC.,Yes,No
35052,58555,MOTHER GASTON-HINSDALE,Small Homes Program,06/19/2018,,33,17,50,50,0,BCDL REAL ESTATE DEVELOPMENT LLC,APEX BUILDING COMPANY INC.,No,No
35053,58562,Lindville Housing,Multifamily Finance Program,06/30/2016,03/07/2021,0,143,143,143,16000,LINDVILLE HOUSING CO INC,XINOS CONSTRUCTION CORP,No,No
35088,58589,Madison EDJ LLC,Multifamily Finance Program,06/29/2016,,102,0,102,102,600,MADISON EDJ LLC,Zaman Construction Corp,No,No
35112,58608,DON L.W. RESYNDICATION,Multifamily Finance Program,06/29/2016,12/01/2017,270,0,270,270,12285,Don L.W. LLC,FG-PH Corporation,No,No
35117,58621,TREE OF LIFE,Multifamily Finance Program,05/24/2017,,174,0,174,174,15362,"TOL WORKFORCE, LLC",BANTA HOMES CORP.,No,No
35116,58623,BRONXVIEW AT SERVIAM,Multifamily Finance Program,06/22/2018,08/26/2021,114,0,114,114,0,BRONXVIEW LLC,Galaxy,No,No
35118,58625,ONE FLUSHING,Multifamily Finance Program,12/29/2016,03/25/2020,232,0,232,232,25251,ONE FLUSHING HOUSING DECVELOPMENT,MONADNOCK CONSTRUCTION,No,No
35119,58631,603 JACKSON AVENUE,Small Homes Program,11/30/2016,11/04/2020,25,0,25,25,2194,603 PONTIAC ASSOCIATES LLC,Galaxy,No,No
35124,58638,491 Gerard Avenue,Multifamily Finance Program,06/23/2016,07/05/2018,153,0,153,153,0,RAM HOUSING LLC,Monadnock Construction,No,No
35138,58658,LA CASA NUESTRA HDFC.YR15.FY17,Multifamily Finance Program,11/03/2016,,42,0,42,42,1612,LA CASA NUESTRA HOUSING DEVELOPMENT,BRISA BUILDERS CORP,No,No
35143,58659,Melrose Estates,Multifamily Finance Program,06/28/2016,02/18/2020,112,0,112,112,3288,MELROSE PARK HOUSING DEVELOPMENT,R and S Construction Corp.,No,No
35141,58661,RICOS PLACE HDFC.YR15.FY18,Multifamily Finance Program,12/27/2017,02/02/2021,14,0,14,14,0,RICOS PLACE HOUSING DEVELOPMENT,ZAMAN CONSTRUCTION CORP.,No,No
35140,58666,BRKG GND. AAPCI. 3 LIVONIA AVE. EDWIN'S PLACE,Multifamily Finance Program,06/28/2018,09/22/2020,126,0,126,126,0,EDWIN'S PLACE LP,MEGA CONTRACTING GROUP LLC,Yes,No
35139,58671,COMUNILIFE. 760 BROADWAY. WOODHULL COMMUNITY RESIDEN,Multifamily Finance Program,05/12/2017,12/20/2018,89,0,89,89,0,WOODHULL COMUNILIFE ASSOCIATES LP,MEGA CONTRACTING GROUP LLC,No,No
35208,58733,3365 Third Avenue,Small Homes Program,06/30/2016,08/16/2018,30,0,30,30,0,BP THIRD AVE LP,HOMEBUILDERS I L P,No,No
35243,58780,DINSMORE CHESTNUT,Multifamily Finance Program,12/20/2019,,275,0,275,275,6264,CHESTNUT COMMONS APARTMENTS LLC,LETTIRE CONSTRUCTION CORP.,No,No
35257,58790,RBSCC.297 Wilson Ave. Plaza de los Ancianos,Multifamily Finance Program,06/27/2016,08/25/2016,95,0,95,95,0,PLAZA DE LOS ANCIANOS DE WILSON,Prisma Construction Inc,No,No
35259,58792,KINGS BAY HOUSING CO. INC. II,Multifamily Finance Program,06/15/2016,11/19/2018,0,540,540,540,0,KINGSBAY SEC 1 CO-OP,FUTURA BUILDERS GROUP INC,No,No
35260,58793,PCMH. 500 GATES AVENUE,Multifamily Finance Program,12/08/2016,10/11/2018,68,0,68,68,0,"PCMH GATES, L.P.",MEGA CONTRACTING GROUP LLC,Yes,No
35289,58823,404 QUINCY STREET,Multifamily Finance Program,08/17/2016,03/05/2018,6,0,6,6,1875,VANGELI LTD,"Shamas Contracting Co., Inc.",No,No
35304,58829,JDD COURT HDFC,Multifamily Finance Program,12/21/2016,02/08/2018,68,0,68,68,1900,JDD COURT HOUSING DEVELOPMENT FUND,"Shamas Contracting Co., Inc.",No,No
39966,58855,Lincoln Place,Multifamily Finance Program,06/28/2016,08/10/2020,54,0,54,54,0,LINCOLN PLACE ASSOCIATES INC,Galaxy,No,No
35352,58860,BEC CONTINUUM HDFC.YR15.FY2017,Multifamily Finance Program,06/30/2017,,550,0,550,550,12966,BEC CONTINUUM OWNER LLC,NOTIAS CONSTRUCTION INC,No,No
35334,58863,Bronx Shepherds,Multifamily Finance Program,03/08/2016,08/02/2018,333,0,333,333,4100,CPE EQUITIES LLC,"Erin Construction and Development Co., Inc",No,No
35340,58864,US LOTTPORT HDFC.YR15.FY2017,Multifamily Finance Program,12/28/2016,04/02/2019,61,0,61,61,0,US LOTTPORT HOUSING DEVELOPMENT FUND CORPORATION,P&S CONSTRUCTION NY,No,No
35337,58871,SHERMAN CLUSTER HDFC.YR15.FY21,Multifamily Finance Program,06/30/2021,,187,0,187,187,1760,MAYANNIE LLC,NO GENERAL CONTRACTOR,No,No
35336,58876,NEW VISION COMMUNITY REDEVELOPMENT HDFC,Multifamily Finance Program,02/02/2017,08/15/2019,194,0,194,194,0,South Bronx Community Corporation HDFC,FG-PH Corp.,No,No
35353,58885,MCGEE PLAZA HDFC.YR15.FY2017,Multifamily Finance Program,06/16/2017,09/17/2019,24,0,24,24,2000,MCGEE PLAZA HDFC,"Shamas Contracting Co., Inc.",No,No
35355,58887,EAST CHINATOWN HDFC,Multifamily Finance Program,06/27/2016,06/22/2017,54,0,54,54,5000,EAST CHINATOWN HOUSING DEVELOPMENT,DAVID JABLON,No,No
35361,58889,KENMORE HALL ASSOCIATES LP.YR15.FY17,Multifamily Finance Program,12/28/2016,12/02/2020,327,0,327,327,7848,KENMORE ASSOCIATES L P,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
35360,58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,Multifamily Finance Program,12/28/2016,12/31/2018,506,0,506,506,11872,HOPE EAST OF FIFTH LLC,NOTIAS CONSTRUCTION INC,No,No
35388,58908,Monsignor Alexius Jarka Hall,Multifamily Finance Program,03/23/2016,03/27/2017,63,0,63,63,0,MONSIGNOR ALEXIS JARKA HALL HOUSING,FG-PH Corporation,No,No
37604,58936,COMMUNITY ACCESS.985 BRUCKNER BLVD,Multifamily Finance Program,12/28/2017,05/19/2020,215,0,215,215,0,985 BRUCKNER BOULEVARD OWNERS LLC,MONADNOCK CONSTRUCTION,No,No
37629,58954,94-02 148th Street,Multifamily Finance Program,06/28/2016,09/24/2018,380,0,380,380,0,94TH AVENUE JAMAICA LLC,"Artimus Construction, Inc.",No,No
37627,58955,STORY AVENUE WEST,Multifamily Finance Program,12/22/2016,09/30/2019,223,0,223,223,0,STORY AVENUE WEST RESIDENTIAL LLC,L&M GROUP BUILDERS LLC,No,No
37640,58965,CONCERN. WEST 21ST STREET. CONEY ISLAND,Multifamily Finance Program,09/22/2016,03/05/2020,135,0,135,135,7815,SURF VETS PLACE LLC,"SURF AVENUE CONSTRUCTION, LLC",Yes,No
37638,58966,ALEMBIC. 1880 BOSTON ROAD,Multifamily Finance Program,12/30/2016,12/21/2018,168,0,168,168,0,1880 BOSTON ROAD APARTMENTS LLC,LENDLEASE (US) CONSTRUCTION INC.,Yes,No
37645,58972,NOONAN PLAZA HUDMF.FY.2018,Multifamily Finance Program,11/09/2017,,283,0,283,283,7224,NOONAN PLAZA DEVELOPER LLC,GARFIELD CONSTRUCTION LLC,No,No
37655,58980,BRIDGE COMMUNITY,Multifamily Finance Program,10/28/2016,09/07/2018,36,0,36,36,0,BRIDGE COMMUNITY ASSOCIATES LLC,FG-PH Corporation,No,No
37666,58992,775 Jennings St HDFC,Multifamily Finance Program,08/18/2016,09/19/2018,3,10,13,13,1732,775 JENNINGS STREET HDFC,"Shamas Contracting Co., Inc.",No,No
39935,59031,FAC RENAISSANCE LP.YR15.FY17,Multifamily Finance Program,11/23/2016,,64,0,64,64,810,FAC RENAISSANCE L.P.,Avante Contracting Corp.,No,No
56501,59032,Atlantic Yards B3,Multifamily Finance Program,06/17/2015,08/01/2017,303,0,303,303,0,"Pacific Park 30 Sixth Avenue, LLC",Tishman Speyer,No,No
40009,59058,963 ANDERSON AVE.GHPP.FY17,Multifamily Finance Program,06/26/2017,01/11/2021,52,0,52,52,0,ANDERSON REHAB ASSOCIATES,LEMLE & WOLFF,No,No
40019,59104,THE BRONXWOOD TOWER INC.HRP.FY19,Multifamily Finance Program,06/21/2019,,0,109,109,109,1207,BRONXWOOD TOWERS INC,"ALPINE CONSTRUCTION SERVICES, INC.",No,No
40016,59105,"214 BAY 44 STREET, BROOKLYN - RESILIENCY",Sandy Program,05/17/2017,08/28/2019,0,0,,18,2781,"EMPIREHD, INC.",EMPIREHD,Yes,No
40027,59117,Fox Hill Apartments,Multifamily Finance Program,06/30/2016,01/18/2018,364,0,364,364,1700,FOX HILL HOUSING LLC,GARFIELD CONSTRUCTION LLC,No,No
40213,59388,BRONX PRO. 1017 HOME STREET,Multifamily Finance Program,06/28/2017,09/11/2019,63,0,63,63,0,BP 1017 HOME STREET LLC,HOMEBUILDERS I L P,Yes,No
40361,59474,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,Multifamily Finance Program,06/29/2017,06/26/2019,359,0,359,359,2295,LOTT LEGACY APARTMENTS LLC,MDG Design & Construction,No,No
40388,59495,2700 JEROME AVENUE,Multifamily Finance Program,03/16/2017,01/31/2019,136,0,136,136,1200,2700 JEROME AVENUE MODERATE LLC,L&M GROUP BUILDERS LLC,No,No
40558,59637,VICTOR SANCHEZ HDFC.HRP.FY17,Multifamily Finance Program,03/24/2017,10/09/2018,42,0,42,42,0,GOLDSTEIN HALL PLLC,R&S CONSTRUCTION CORP,No,No
40594,59740,COMMUNITY ACCESS.111 EAST 172ND STREET,Multifamily Finance Program,09/22/2016,06/19/2019,126,0,126,126,0,111 EAST 172ND STREET OWNERS LLC,MEGA CONTRACTING GROUP LLC,No,No
40695,59843,JERICHO. 1840-1846 ANTHONY AVENUE,Multifamily Finance Program,10/29/2021,,85,0,85,85,0,JERICHO ANTHONY AVENUE HDFC,J. Pilla Contracting,Yes,No
40810,59946,Tahl-Propp - AIMCO,Multifamily Finance Program,06/30/2016,03/14/2018,549,0,549,549,0,TAHL-PROPP AFFORDABLE PRESERVATION,AFFORDABLE APARTMENT CONSTRUCTION,No,No
40887,59976,CANNON HEIGHTS INC,Multifamily Finance Program,07/03/2017,,0,171,171,171,0,CANNON HEIGHTS INC,DUAL FUEL CORP.,No,No
40930,60000,139-141 AVENUE D HDFC.YR15.FY2017,Multifamily Finance Program,06/20/2017,09/09/2020,45,0,45,45,0,139-141 AVENUE D HOUSING DEVELOPMENT FUND CORPORATION,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
40950,60020,MORRIS II APARTMENTS,Multifamily Finance Program,04/05/2017,11/02/2018,154,0,154,154,0,MORRIS II APARTMENTS LP,MONADNOCK CONSTRUCTION,No,No
40953,60027,163RD ST IMPROVEMENT COUNCIL,Multifamily Finance Program,06/26/2017,02/25/2020,73,0,73,73,3225,163RD STREET EQUITIES LLC,Erin Construction & Development,No,No
40973,60031,BELMONT COVE,Multifamily Finance Program,06/29/2022,,153,0,153,153,0,BELMONT COVE LLC,JOY CONSTRUCTION CORP.,No,No
40974,60034,RENEWAL HDFC.GHPP.FY17,Multifamily Finance Program,03/01/2017,07/31/2017,49,0,49,132,4300,RENEWAL HOUSING DEVELOPMENT FUND,SOLAR PLUMBING DESIGN INC.,No,No
40989,60041,DORA MCKENZIE HDFC.PLP.FY18,Multifamily Finance Program,06/13/2018,03/30/2021,8,0,8,8,1500,DORA MCKENZIE HOUSING DEVELOPMENT FUND CORPORATION,SP CONTRACTORS OF NY INC,No,No
41001,60049,West 204 Street Project,Multifamily Finance Program,08/24/2016,10/24/2018,83,0,83,83,0,VERMILYEA WEST ASSOCIATES LLC,Lemle & Wolff Construction Corp,No,No
41016,60102,943-947 TELLER AVENUE HDFC.PLP.FY22,Multifamily Finance Program,09/29/2021,,0,36,36,36,0,943-47 TELLER AVE HDFC,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
41144,60248,15 STRATFORD LLC.GHPP.FY18,Multifamily Finance Program,06/19/2018,12/04/2020,20,0,20,20,0,15 STRATFORD LLC,BUILDERS R US CONSTRUCTION CORPORATION,No,No
41143,60249,FOX STREET PRC,Multifamily Finance Program,12/30/2016,06/05/2019,200,0,200,200,0,PRC FOX STREET LLC,L. RISO & SONS,No,No
41226,60319,VILLA GARDENS,Multifamily Finance Program,12/29/2016,02/16/2021,53,0,53,53,0,VILLA 204 ASSOCIATES LLC,Galaxy,No,No
41248,60327,PROJECT RENEWAL.2865 CRESTON AVE.BEDFORD GREEN HOU,Multifamily Finance Program,06/29/2017,12/10/2021,118,0,118,118,0,10 MINERVA PLACE L.P.,CAULDWELL-WINGATE COMPANY LLC,Yes,No
41271,60342,TILDEN TOWERS HOUSING CO. INC.,Multifamily Finance Program,12/29/2016,,0,126,126,126,0,TILDEN TOWERS HOUSING CO. INC.,XINOS CONSTRUCTION CORP,No,No
41291,60361,81 Madison St.,Multifamily Finance Program,08/17/2016,07/14/2021,20,0,20,20,0,MADISON STREET HOUSING DEVELOPMENT,R and S Construction Corp.,No,No
41365,60425,LIVONIA PHASE II -SITE 9,Multifamily Finance Program,12/13/2017,05/05/2020,57,0,57,57,7846,HELP LIVONIA II LLC,APEX SKYLINE CONSTRUCTION LLC,No,No
41364,60427,HP 109TH STREET HDFC.HUDMF.FY17,Multifamily Finance Program,01/23/2017,11/07/2018,126,0,126,126,0,109 MVLM LLC,PYRAMID ETC COMPANIES LLC,No,No
41363,60431,Bronx Brooklyn HDFC,Multifamily Finance Program,07/28/2016,09/19/2017,324,0,324,324,1500,BRONX BROOKLYN PRESERVATION LP,"Leggett Builders, LLC",No,No
41371,60434,Marine Terrace Apartments,Multifamily Finance Program,06/30/2016,12/31/2017,444,0,444,444,0,MARINE TERRACE PRESERVATION L P,A M K CONTRACTING CORP,No,No
41373,60435,PROVIDENCE HOUSE. 178 HALSEY ST.AND 243 HANCOCK ST,Multifamily Finance Program,09/06/2017,12/24/2019,21,0,21,21,0,PH HALSEY HANCOCK PARTNERS LLC,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",Yes,No
41424,60505,545 EAST 166TH ST,Small Homes Program,12/27/2016,09/17/2019,41,0,41,41,4354,545 E 166 TERRACE LLC,A.A.D. CONSTRUCTION CORP,No,No
41536,60762,Elbee Gardens,Multifamily Finance Program,03/24/2016,12/31/2016,178,0,178,178,0,Elbee Gardens Limited Partnership,Chateau GC LLC,No,No
41548,60779,888 FOUNTAIN AVENUE BUILDING A2,Multifamily Finance Program,12/22/2016,05/29/2020,267,0,267,267,0,FOUNTAIN SEAVIEW A2 LIMITED,"CHATEAU GC, LLC",No,No
41559,60784,105TH STREET & AMSTERDAM AVENUE PROJECT,Multifamily Finance Program,03/27/2019,12/03/2022,0,28,28,28,2074,GENESIS ANCP LLC,PYRAMID ETC COMPANIES LLC,No,No
41585,60810,MLK PLAZA,Multifamily Finance Program,04/05/2017,06/03/2020,167,0,167,167,0,MLK PLAZA LLC,"REAL BUILDERS, INC",No,No
41599,60824,CONFIDENTIAL,Multifamily Finance Program,06/21/2019,11/24/2021,62,0,62,62,0,BRYANT AVENUE OWNER LLC,DP GROUP GENERAL CONTRACTORS,No,No
41744,60963,FAC. 6309 FOURTH AVENUE,Multifamily Finance Program,11/26/2019,,84,0,84,84,0,FAC 6309 FOURTH AVENUE L.P.,"BRUNO FRUSTACI CONTRACTING, INC",Yes,No
41758,60996,WOODSTOCK TERRACE MUTUAL HOUSING CORP,Multifamily Finance Program,06/29/2017,,0,320,320,320,0,WOODSTOCK TERRACE MUTUAL HOUSING CORP.,FUTURA BUILDERS GROUP INC,No,No
41853,61186,CATHOLIC CHARITIES. 879 BECK STREET,Multifamily Finance Program,12/27/2017,01/04/2021,89,0,89,89,0,"COMERFORD & DOUGHERTY, LLP","MICHAEL BORRUTO GENERAL CONTRACTOR, INC.",Yes,No
41895,61271,DOE. 555 NEREID AVE. MULLER,Multifamily Finance Program,03/28/2019,07/09/2021,90,0,90,90,0,UNITED SERVICES APARTMENTS LLC,CRESCENT BUILDERS INC.,No,No
41920,61290,ICL. 50 NEVINS STREET,Multifamily Finance Program,03/26/2019,04/13/2022,129,0,129,129,8164,ICL NEVINS STREET APARTMENTS L.P.,MEGA CONTRACTING GROUP LLC,No,No
41919,61297,WILFRID ABCO,Multifamily Finance Program,06/28/2017,02/17/2021,190,0,190,190,22459,WILFRID PROPERTIES LLC,MEGA CONTRACTING GROUP LLC,No,No
41998,61357,600 EAST 156TH STREET,Multifamily Finance Program,12/28/2017,04/07/2022,175,0,175,175,0,600 ASSOCIATES LLC,MEGA CONTRACTING GROUP LLC,No,No
42024,61388,ESSEX CROSSING - SITE 4,Multifamily Finance Program,12/29/2017,09/02/2020,121,0,121,263,183196,SITE 4 DSA OWNER LLC,TG NICKEL,No,No
42052,61405,THE GILBERT,Multifamily Finance Program,04/05/2017,06/22/2020,153,0,153,153,0,THE GILBERT ON FIRST,PROCIDA CONSTRUCTION CORP.,No,No
42212,61575,HARRY T. NANCE APARTMENTS,Multifamily Finance Program,04/27/2018,,67,0,67,67,0,ATLANTIC EAST APARTMENTS LLC,Galaxy,No,No
42218,61587,601 WEST 148TH STREET PROJECT,Multifamily Finance Program,07/02/2019,05/31/2022,0,20,20,20,1363,HIRSCHEN SINGER & EPSTEIN LLP,FG-PH Corporation,No,No
42222,61593,NOTRE DAME HDFC.HUDMF.FY18,Multifamily Finance Program,09/29/2017,02/19/2019,98,0,98,98,0,NOTRE DAME HOUSING DEVELOPMENT FUND COMPANY,"BD CONSTRUCTION & BUILDERS, INC.",No,No
42240,61608,RAVEN HALL TOWER,Multifamily Finance Program,10/25/2018,,216,0,216,216,8823,RAVEN HALL MODERATE LLC,WEST 20TH CONSTRUCTION LLC,No,No
42239,61609,CONFIDENTIAL,Multifamily Finance Program,06/28/2017,10/15/2019,42,0,42,42,0,902 JENNINGS STREET OWNER LLC,LETTIRE CONSTRUCTION CORP.,No,No
42243,61610,569 PROSPECT,Small Homes Program,06/27/2017,,45,0,45,45,7085,VALDESIA GARDENS,BAEZ HUGHES DEVELOPMENT,No,No
42242,61611,CONCOURSE VILLAGE WEST,Multifamily Finance Program,06/28/2017,,265,0,265,265,5595,CONCOURSE VILLAGE WEST OWNER LLC,Joy Construction Corp.,No,No
42241,61612,EBENEZER PLAZA PHASE 1A,Multifamily Finance Program,06/22/2018,,197,0,197,197,0,EBENEZER PLAZA OWNER LLC,PROCIDA-BUTZ,No,No
42247,61616,QUINCY SENIOR RESIDENCES LP.HRP.FY21,Multifamily Finance Program,02/04/2021,,0,0,,94,0,"QUINCY SENIOR RESIDENCES, LP","Two Brothers Construction, LLC",No,No
42258,61625,JERICHO RESIDENCE V HDFC.YR15.FY18,Multifamily Finance Program,06/27/2018,,52,0,52,52,0,JERICHO RESIDENCE V HDFC,ZAMAN CONSTRUCTION CORP.,Yes,No
42269,61639,FULTON JEFFERSON HDFC.YR15.FY18,Multifamily Finance Program,12/07/2017,,107,0,107,107,0,FULTON JEFFERSON HDFC,ZAMAN CONSTRUCTION CORP.,No,No
42266,61641,CASA PASIVA LLC.YR15.FY19,Multifamily Finance Program,06/20/2019,,146,0,146,146,0,CASA PASIVA LLC,FG-PH Corporation,No,No
42290,61678,PARK HAVEN,Multifamily Finance Program,06/25/2019,,178,0,178,178,14999,"THE COMMUNITY BUILDERS, INC.",MONADNOCK CONSTRUCTION INC,No,No
42318,61701,CITILEAF HDFC,Multifamily Finance Program,06/29/2017,03/24/2021,50,0,50,50,0,Friends Quarters Housing Development Fund Corporation,WG MECHANICAL,No,No
42331,61728,BFC. 140 ESSEX ST. ESSEX CROSSING SITE 8,Multifamily Finance Program,11/01/2017,12/11/2019,93,0,93,93,9772,SITE 8 DSA OWNER LLC,BFC PARTNERS DEVELOPMENT LLC,No,No
42335,61740,HELP. 771-775 CROTONA PARK NORTH,Multifamily Finance Program,11/15/2017,12/16/2020,84,0,84,84,9019,HELP CROTONA PARK LLC,PROCIDA-BUTZ,Yes,No
42353,61765,1761 WALTON AVENUE,Multifamily Finance Program,04/06/2022,,103,0,103,103,0,MHSP WALTON OWNER LLC,PROCIDA CONSTRUCTION CORP.,No,No
42386,61799,SECOND FARMS,Multifamily Finance Program,06/27/2018,03/31/2022,319,0,319,319,11892,SECOND FARMS AFFORDABLE LLC,MONADNOCK CONSTRUCTION INC,No,No
42505,61837,9 FORT WASHINGTON AVENUE CLUSTER,Multifamily Finance Program,06/25/2018,06/19/2018,0,44,44,44,0,NIXON PEABODY,FG-PH Corporation,No,No
