ProjectID,BuildingID,AffordabilityBand,TotalUnits
66670,316984,Extremely Low Income,1
66670,316984,Low Income,1
66670,316984,Moderate Income,1
66670,316984,Very Low Income,1
66670,316922,Very Low Income,4
66670,311881,Extremely Low Income,1
66670,311881,Low Income,2
66670,311881,Very Low Income,1
66670,381700,Low Income,2
66670,381700,Moderate Income,1
66670,381700,Very Low Income,5
66670,362369,Extremely Low Income,3
66670,362369,Low Income,1
66670,362369,Very Low Income,2
66670,329819,Extremely Low Income,1
66670,329819,Very Low Income,2
66670,377997,Extremely Low Income,1
66670,377997,Low Income,1
66670,377997,Very Low Income,4
66670,299448,Extremely Low Income,1
66670,299448,Low Income,4
66670,299448,Very Low Income,3
66670,316843,Very Low Income,3
66670,362766,Low Income,3
66670,362769,Low Income,1
66670,362769,Very Low Income,2
66670,213537,Low Income,4
66670,213537,Very Low Income,2
66670,346836,Extremely Low Income,1
66670,346836,Low Income,2
66670,346836,Very Low Income,5
66670,205561,Low Income,2
66670,205561,Very Low Income,4
66670,389105,Extremely Low Income,1
66670,389105,Low Income,1
66670,389105,Very Low Income,2
66670,362780,Extremely Low Income,1
66670,362780,Very Low Income,2
66670,344459,Extremely Low Income,1
66670,344459,Low Income,1
66670,344459,Very Low Income,4
66670,378228,Extremely Low Income,1
66670,378228,Low Income,1
66670,378228,Other,1
66670,378228,Very Low Income,1
66670,389104,Extremely Low Income,1
66670,389104,Low Income,1
66670,389104,Very Low Income,2
66670,316920,Extremely Low Income,1
66670,316920,Very Low Income,3
66670,377994,Extremely Low Income,1
66670,377994,Low Income,1
66670,377994,Very Low Income,4
66670,317236,Low Income,1
66670,317236,Very Low Income,5
66670,219550,Low Income,2
66670,219550,Very Low Income,2
66670,305733,Low Income,1
66670,305733,Very Low Income,2
66670,381698,Extremely Low Income,1
66670,381698,Low Income,2
66670,381698,Very Low Income,2
66670,297646,Low Income,16
66670,297646,Other,1
66670,297646,Very Low Income,19
66670,366608,Other,1
66670,366608,Very Low Income,3
66670,346837,Low Income,1
66670,346837,Very Low Income,6
66720,985837,Extremely Low Income,53
66720,985837,Moderate Income,190
66720,985837,Not Applicable,135
66720,985837,Other,2
66720,985837,Very Low Income,163
66740,993982,Extremely Low Income,18
66740,993982,Low Income,48
66740,993982,Other,1
66740,993982,Very Low Income,48
66751,996389,Extremely Low Income,46
66751,996389,Low Income,87
66751,996389,Other,1
66751,996389,Very Low Income,48
66769,984712,Extremely Low Income,30
66769,984712,Low Income,81
66769,984712,Other,1
66769,984712,Very Low Income,30
66789,25517,Extremely Low Income,4
66789,25517,Low Income,3
66789,25517,Very Low Income,3
66789,25515,Extremely Low Income,4
66789,25515,Low Income,3
66789,25515,Very Low Income,3
66789,25516,Extremely Low Income,5
66789,25516,Low Income,2
66789,25516,Very Low Income,3
66789,42491,Extremely Low Income,8
66789,42491,Low Income,1
66789,42491,Very Low Income,9
66789,4187,Extremely Low Income,6
66789,4187,Low Income,2
66789,4187,Very Low Income,12
66789,7477,Extremely Low Income,1
66789,7477,Very Low Income,10
66789,42526,Extremely Low Income,1
66789,42526,Low Income,1
66789,42526,Very Low Income,8
66789,7478,Extremely Low Income,2
66789,7478,Low Income,1
66789,7478,Very Low Income,7
66789,7465,Extremely Low Income,4
66789,7465,Low Income,1
66789,7465,Other,1
66789,7465,Very Low Income,11
66805,452,Low Income,8
66805,502,Extremely Low Income,1
66805,502,Low Income,12
66805,966644,Low Income,35
66805,966644,Middle Income,4
66805,966644,Moderate Income,8
66805,966644,Other,1
66807,996129,Extremely Low Income,2
66807,996129,Low Income,7
66807,996129,Other,1
66807,996129,Very Low Income,6
66807,991742,Extremely Low Income,4
66807,991742,Low Income,9
66807,991742,Very Low Income,2
66807,996128,Low Income,8
66807,996128,Very Low Income,3
66834,11562,Extremely Low Income,13
66834,11562,Very Low Income,4
66834,6443,Extremely Low Income,13
66834,6443,Low Income,1
66834,6443,Very Low Income,2
66834,11395,Extremely Low Income,27
66834,11395,Low Income,4
66834,11395,Very Low Income,4
66834,6446,Extremely Low Income,15
66834,6446,Low Income,1
66834,6446,Middle Income,1
66834,6446,Very Low Income,6
66858,986253,Extremely Low Income,22
66858,986253,Low Income,87
66858,986253,Moderate Income,42
66858,986253,Other,1
66858,986253,Very Low Income,66
66879,989183,Extremely Low Income,71
66879,989183,Low Income,129
66879,989183,Other,1
66879,989183,Very Low Income,60
66903,983225,Extremely Low Income,44
66903,983225,Low Income,94
66903,983225,Other,1
66903,983225,Very Low Income,35
66904,999393,Extremely Low Income,105
66904,999393,Low Income,45
66904,999393,Other,1
66904,999393,Very Low Income,23
66909,997246,Extremely Low Income,33
66909,997246,Low Income,59
66909,997246,Other,1
66909,997246,Very Low Income,40
66928,1001184,Extremely Low Income,43
66928,1001184,Low Income,27
66928,1001184,Other,1
66929,243980,Very Low Income,12
66940,372153,Extremely Low Income,31
66940,372153,Very Low Income,10
66970,991747,Extremely Low Income,66
66970,991747,Low Income,22
66970,991747,Middle Income,110
66970,991747,Moderate Income,89
66970,991747,Not Applicable,111
66970,991747,Other,1
66970,991747,Very Low Income,44
66970,993728,Extremely Low Income,104
66970,993728,Low Income,35
66970,993728,Middle Income,172
66970,993728,Moderate Income,138
66970,993728,Not Applicable,172
66970,993728,Other,1
66970,993728,Very Low Income,67
66982,99126,Extremely Low Income,19
66982,99126,Low Income,2
66982,99126,Very Low Income,12
66982,88675,Extremely Low Income,12
66982,88675,Low Income,1
66982,88675,Very Low Income,2
66982,79308,Extremely Low Income,15
66982,79308,Low Income,1
66982,79308,Very Low Income,4
66982,45419,Extremely Low Income,36
66982,45419,Low Income,8
66982,45419,Very Low Income,13
66982,79310,Extremely Low Income,13
66982,79310,Low Income,2
66982,79310,Other,2
66982,79310,Very Low Income,4
66982,99125,Extremely Low Income,15
66982,99125,Low Income,3
66982,99125,Very Low Income,7
66982,120955,Extremely Low Income,19
66982,120955,Low Income,1
66982,120955,Very Low Income,3
66982,99135,Extremely Low Income,13
66982,99135,Low Income,5
66982,99135,Very Low Income,4
66982,79317,Extremely Low Income,10
66982,79317,Low Income,2
66982,79317,Other,1
66982,79317,Very Low Income,2
66982,79315,Extremely Low Income,6
66982,79315,Low Income,1
66982,79315,Very Low Income,8
66982,100142,Extremely Low Income,16
66982,100142,Low Income,1
66982,100142,Other,1
66982,100142,Very Low Income,9
66982,79309,Extremely Low Income,9
66982,79309,Low Income,5
66982,79309,Other,1
66982,79309,Very Low Income,5
66982,79311,Extremely Low Income,13
66982,79311,Low Income,2
66982,120956,Extremely Low Income,23
66982,120956,Low Income,2
66982,120956,Very Low Income,2
67005,998808,Extremely Low Income,36
67005,998808,Low Income,15
67005,998808,Other,1
67005,998808,Very Low Income,8
67079,952514,Low Income,42
67079,952514,Other,1
67079,952514,Very Low Income,11
67125,987934,Extremely Low Income,63
67125,987934,Other,1
67129,986549,Extremely Low Income,50
67129,986549,Other,1
67129,986549,Very Low Income,19
67130,988878,Extremely Low Income,148
67130,988878,Low Income,96
67130,988878,Other,1
67154,989040,Extremely Low Income,8
67154,989040,Low Income,17
67154,989040,Other,1
67154,989040,Very Low Income,4
67200,1004976,Extremely Low Income,10
67200,1004976,Low Income,13
67200,1004976,Other,1
67200,1004976,Very Low Income,21
67286,986841,Extremely Low Income,24
67286,986841,Low Income,114
67286,986841,Other,1
67286,986841,Very Low Income,92
67286,989998,Extremely Low Income,8
67286,989998,Low Income,43
67286,989998,Very Low Income,34
67287,999557,Extremely Low Income,63
67357,116557,Moderate Income,20
67357,116557,Other,1
67357,92365,Moderate Income,4
67357,116558,Moderate Income,20
67357,116493,Moderate Income,25
67357,116493,Other,1
67367,992168,Extremely Low Income,23
67367,992168,Low Income,112
67367,992168,Other,1
67367,992168,Very Low Income,88
67438,65186,Low Income,5
67438,65186,Very Low Income,2
67438,64094,Extremely Low Income,2
67438,64094,Low Income,3
67438,64094,Other,1
67438,64094,Very Low Income,3
67438,62841,Low Income,9
67438,62841,Other,1
67438,62841,Very Low Income,6
67438,91417,Low Income,11
67438,91417,Very Low Income,5
67438,62835,Low Income,6
67438,62835,Very Low Income,6
67438,88157,Extremely Low Income,9
67438,88157,Low Income,5
67438,88157,Moderate Income,1
67438,88157,Other,1
67438,88157,Very Low Income,14
67442,40677,Moderate Income,8
67442,40677,Very Low Income,11
67442,40696,Moderate Income,8
67442,40696,Very Low Income,17
67442,40693,Moderate Income,8
67442,40693,Very Low Income,17
67443,362776,Low Income,1
67443,362776,Very Low Income,5
67458,307978,Extremely Low Income,2
67458,307978,Low Income,1
67458,307978,Very Low Income,3
67458,327776,Extremely Low Income,4
67458,327776,Low Income,2
67458,327776,Very Low Income,6
67459,64494,Extremely Low Income,9
67459,64494,Low Income,2
67459,64494,Very Low Income,10
67459,64496,Extremely Low Income,9
67459,64496,Low Income,1
67459,64496,Other,1
67459,64496,Very Low Income,10
67462,11267,Extremely Low Income,25
67462,11267,Very Low Income,4
67478,46132,Extremely Low Income,4
67478,46132,Very Low Income,11
67478,76634,Extremely Low Income,8
67478,76634,Very Low Income,10
67478,74509,Extremely Low Income,2
67478,74509,Low Income,1
67478,74509,Very Low Income,15
67478,110095,Extremely Low Income,9
67478,110095,Low Income,2
67478,110095,Other,1
67478,110095,Very Low Income,7
67478,46129,Extremely Low Income,4
67478,46129,Very Low Income,12
67478,66163,Extremely Low Income,2
67478,66163,Very Low Income,11
67478,46128,Extremely Low Income,4
67478,46128,Other,1
67478,46128,Very Low Income,10
67478,66035,Extremely Low Income,1
67478,66035,Low Income,1
67478,66035,Very Low Income,6
67478,76629,Extremely Low Income,19
67478,76629,Low Income,30
67478,76629,Moderate Income,7
67478,76629,Other,1
67478,76629,Very Low Income,29
67478,66160,Extremely Low Income,8
67478,66160,Very Low Income,7
67478,46133,Extremely Low Income,4
67478,46133,Low Income,2
67478,46133,Other,1
67478,46133,Very Low Income,13
67478,66154,Extremely Low Income,8
67478,66154,Other,1
67478,66154,Very Low Income,12
67478,60359,Extremely Low Income,2
67478,60359,Very Low Income,6
67478,77601,Extremely Low Income,6
67478,77601,Low Income,3
67478,77601,Other,1
67478,77601,Very Low Income,21
67478,66353,Extremely Low Income,5
67478,66353,Low Income,1
67478,66353,Very Low Income,6
67478,46130,Extremely Low Income,5
67478,46130,Low Income,1
67478,46130,Very Low Income,13
67478,118544,Extremely Low Income,4
67478,118544,Very Low Income,4
67494,989187,Extremely Low Income,31
67494,989187,Low Income,16
67494,989187,Other,1
67504,33639,Extremely Low Income,41
67504,33639,Low Income,2
67504,33639,Other,1
67504,33639,Very Low Income,10
67522,934463,Extremely Low Income,66
67522,934463,Low Income,20
67522,934463,Other,1
67522,934463,Very Low Income,21
67523,989049,Extremely Low Income,105
67523,989049,Low Income,69
67523,989049,Other,1
67577,23412,Extremely Low Income,19
67577,23412,Other,1
67577,23412,Very Low Income,292
67577,803887,Extremely Low Income,27
67577,803887,Very Low Income,285
67577,804988,Extremely Low Income,16
67577,804988,Very Low Income,296
67577,805981,Extremely Low Income,17
67577,805981,Other,1
67577,805981,Very Low Income,294
67577,805982,Extremely Low Income,26
67577,805982,Very Low Income,286
67577,3638,Extremely Low Income,19
67577,3638,Very Low Income,293
67583,998619,Extremely Low Income,189
67583,998619,Other,1
67599,,Extremely Low Income,111
67599,,Low Income,41
67599,,Other,1
67599,,Very Low Income,18
67632,86433,Extremely Low Income,1
67632,86433,Low Income,8
67632,86433,Other,1
67632,86433,Very Low Income,46
67632,122199,Extremely Low Income,8
67632,122199,Low Income,5
67632,122199,Other,1
67632,122199,Very Low Income,45
67636,9438,Low Income,123
67636,9438,Moderate Income,6
67636,9438,Other,1
67636,9438,Very Low Income,68
67672,48271,Low Income,15
67672,806268,Low Income,15
67672,806269,Low Income,10
67672,806269,Other,1
67672,101353,Low Income,8
67672,96820,Low Income,25
67672,96820,Other,1
67691,989677,Extremely Low Income,102
67691,989677,Other,1
67720,986618,Extremely Low Income,163
67720,986618,Other,1
67746,22537,Extremely Low Income,3
67746,22537,Low Income,6
67746,22537,Other,1
67746,22537,Very Low Income,13
67746,5607,Extremely Low Income,4
67746,5607,Very Low Income,5
67752,88703,Very Low Income,15
67752,88700,Very Low Income,10
67752,88704,Very Low Income,16
67788,988341,Extremely Low Income,65
67788,988341,Low Income,41
67788,988341,Other,1
67806,208777,Low Income,3
67806,208777,Very Low Income,5
67806,388137,Extremely Low Income,4
67806,388137,Very Low Income,4
67806,383810,Extremely Low Income,1
67806,383810,Low Income,3
67806,383810,Middle Income,2
67806,383810,Very Low Income,4
67806,208771,Very Low Income,3
67806,208772,Extremely Low Income,2
67806,208772,Very Low Income,9
67806,355781,Extremely Low Income,2
67806,355781,Low Income,5
67806,355781,Very Low Income,3
67806,383808,Extremely Low Income,1
67806,383808,Low Income,3
67806,383808,Other,1
67806,383808,Very Low Income,3
67806,131213,Extremely Low Income,1
67806,131213,Low Income,2
67806,131213,Very Low Income,3
67890,23647,Extremely Low Income,82
67890,23647,Low Income,6
67890,23647,Very Low Income,18
67890,805961,Extremely Low Income,84
67890,805961,Low Income,7
67890,805961,Moderate Income,2
67890,805961,Other,1
67890,805961,Very Low Income,14
67895,5318,Very Low Income,396
67898,991371,Extremely Low Income,204
67898,991371,Other,1
67899,1004426,Extremely Low Income,152
67899,1004426,Other,1
67910,25509,Extremely Low Income,11
67910,25509,Very Low Income,134
67910,805444,Low Income,1
67910,805444,Very Low Income,123
67910,29402,Low Income,1
67910,29402,Very Low Income,123
67910,22728,Extremely Low Income,12
67910,22728,Very Low Income,129
67910,29403,Other,1
67910,29403,Very Low Income,123
67910,29405,Very Low Income,124
67960,122729,Low Income,3
67960,122729,Very Low Income,1
67981,1003757,Extremely Low Income,70
67981,1003757,Low Income,115
67981,1003757,Other,1
67981,1003757,Very Low Income,46
67991,680710,Extremely Low Income,1
67991,680710,Low Income,3
67991,680710,Moderate Income,6
67991,680710,Other,1
67991,680710,Very Low Income,31
68073,831979,Low Income,88
68073,831979,Moderate Income,1
68073,831979,Other,1
68080,992352,Extremely Low Income,51
68080,992352,Low Income,59
68080,992352,Other,1
68080,992352,Very Low Income,40
68108,989113,Extremely Low Income,39
68108,989113,Low Income,76
68108,989113,Other,1
68108,989113,Very Low Income,40
68125,996758,Extremely Low Income,45
68125,996758,Low Income,27
68125,996758,Very Low Income,15
68125,996771,Extremely Low Income,48
68125,996771,Low Income,31
68125,996771,Other,1
68125,996771,Very Low Income,3
68132,996730,Extremely Low Income,187
68132,996730,Other,1
68134,41772,Extremely Low Income,13
68134,41772,Moderate Income,1
68134,41772,Very Low Income,1
68134,41771,Extremely Low Income,13
68134,41771,Very Low Income,2
68134,41774,Extremely Low Income,13
68134,41774,Low Income,1
68134,41774,Very Low Income,1
68134,41770,Extremely Low Income,12
68134,41770,Other,1
68134,41770,Very Low Income,2
68160,996485,Extremely Low Income,220
68160,996485,Other,1
68188,41496,Extremely Low Income,2
68188,41496,Low Income,18
68188,41496,Moderate Income,8
68188,41496,Very Low Income,2
68188,41491,Low Income,47
68188,41491,Moderate Income,7
68188,41491,Other,1
68188,41491,Very Low Income,4
68192,1101,Extremely Low Income,26
68192,1101,Low Income,2
68192,1101,Moderate Income,1
68192,1101,Other,1
68192,1101,Very Low Income,19
68196,88153,Extremely Low Income,6
68196,88153,Low Income,2
68196,88153,Other,1
68196,88153,Very Low Income,12
68196,114967,Extremely Low Income,4
68196,114967,Low Income,1
68196,114967,Very Low Income,20
68196,82951,Extremely Low Income,7
68196,82951,Low Income,1
68196,82951,Other,1
68196,82951,Very Low Income,13
68196,88184,Extremely Low Income,4
68196,88184,Low Income,2
68196,88184,Very Low Income,12
68196,109978,Extremely Low Income,4
68196,109978,Very Low Income,2
68196,88154,Extremely Low Income,8
68196,88154,Low Income,3
68196,88154,Very Low Income,9
68210,989008,Extremely Low Income,90
68210,989008,Low Income,28
68210,989008,Other,1
68210,989008,Very Low Income,29
68211,989031,Low Income,81
68211,989031,Other,1
68211,989031,Very Low Income,81
68231,38449,Low Income,14
68231,38449,Other,1
68231,38449,Very Low Income,12
68231,38468,Low Income,9
68231,38468,Very Low Income,5
68296,114418,Extremely Low Income,6
68296,114418,Low Income,40
68296,114418,Moderate Income,1
68296,114418,Other,1
68296,114418,Very Low Income,9
68296,77232,Extremely Low Income,4
68296,77232,Low Income,41
68296,77232,Moderate Income,2
68296,77232,Very Low Income,14
68351,119046,Extremely Low Income,7
68351,119046,Low Income,17
68351,119046,Very Low Income,36
68387,47143,Extremely Low Income,2
68387,47143,Low Income,1
68387,47143,Other,1
68387,47143,Very Low Income,168
68405,217813,Low Income,3
68405,217813,Middle Income,1
68405,217813,Moderate Income,2
68405,217813,Very Low Income,3
68405,809200,Low Income,8
68405,809200,Moderate Income,1
68405,809200,Very Low Income,6
68405,365721,Low Income,2
68405,365721,Very Low Income,5
68409,991162,Low Income,5
68409,996618,Not Applicable,2
68409,996617,Not Applicable,2
68432,288856,Low Income,7
68432,288856,Very Low Income,25
68432,326066,Extremely Low Income,3
68432,326066,Low Income,265
68432,326066,Other,1
68432,326066,Very Low Income,50
68432,288857,Low Income,248
68432,288857,Very Low Income,46
68432,326090,Extremely Low Income,2
68432,326090,Low Income,250
68432,326090,Very Low Income,42
68432,808252,Extremely Low Income,1
68432,808252,Low Income,260
68432,808252,Very Low Income,33
68432,808705,Low Income,261
68432,808705,Other,1
68432,808705,Very Low Income,32
68433,6012,Extremely Low Income,50
68433,6012,Low Income,10
68433,6012,Other,1
68433,6012,Very Low Income,133
68434,108496,Extremely Low Income,7
68434,108496,Low Income,13
68434,108496,Other,1
68434,108496,Very Low Income,9
68458,994674,Extremely Low Income,88
68458,994674,Low Income,13
68458,994674,Other,1
68458,994674,Very Low Income,33
68462,1004802,Extremely Low Income,37
68462,1004802,Low Income,65
68462,1004802,Other,1
68462,1004802,Very Low Income,43
68465,,Other,1
68496,35687,Extremely Low Income,77
68496,35687,Other,1
68497,993152,Extremely Low Income,44
68497,993152,Low Income,27
68497,993152,Other,1
68530,812984,Very Low Income,18
68530,806229,Low Income,126
68530,806229,Very Low Income,258
68530,806360,Low Income,65
68530,806360,Very Low Income,110
68530,806361,Low Income,122
68530,806361,Very Low Income,262
68530,814422,Very Low Income,38
68530,977830,Low Income,61
68530,977830,Very Low Income,89
68530,967121,Low Income,38
68530,977834,Low Income,57
68530,977834,Very Low Income,93
68530,806260,Low Income,57
68530,806260,Very Low Income,118
68530,967680,Low Income,56
68530,967680,Very Low Income,151
68530,44777,Very Low Income,52
68530,977819,Low Income,59
68530,977819,Very Low Income,148
68530,977822,Low Income,55
68530,977822,Very Low Income,95
68530,813063,Very Low Income,36
68530,806232,Low Income,44
68530,806232,Very Low Income,163
68530,806286,Low Income,61
68530,806286,Very Low Income,114
68530,806377,Low Income,54
68530,806377,Very Low Income,153
68530,806429,Low Income,63
68530,806429,Very Low Income,112
68530,806362,Low Income,123
68530,806362,Very Low Income,261
68530,967191,Low Income,26
68530,806291,Low Income,126
68530,806291,Very Low Income,258
68530,967683,Low Income,51
68530,967683,Very Low Income,156
68530,951637,Low Income,52
68530,977831,Low Income,67
68530,977831,Very Low Income,108
68530,806275,Low Income,52
68530,806275,Very Low Income,155
68530,967663,Low Income,45
68530,967663,Very Low Income,105
68530,967237,Very Low Income,34
68530,977817,Low Income,55
68530,977817,Very Low Income,152
68530,806452,Low Income,67
68530,806452,Very Low Income,108
68530,814396,Very Low Income,26
68530,806454,Low Income,51
68530,806454,Very Low Income,156
68530,967230,Low Income,34
68530,806292,Low Income,121
68530,806292,Very Low Income,263
68530,806441,Low Income,116
68530,806441,Very Low Income,268
68530,977835,Low Income,64
68530,977835,Very Low Income,111
68530,951817,Very Low Income,32
68530,967676,Low Income,46
68530,967676,Very Low Income,104
68530,806231,Low Income,125
68530,806231,Very Low Income,259
68530,951816,Low Income,32
68530,806363,Low Income,126
68530,806363,Very Low Income,258
68530,806423,Low Income,68
68530,806423,Very Low Income,107
68530,977825,Low Income,51
68530,977825,Very Low Income,156
68530,977837,Low Income,61
68530,977837,Very Low Income,114
68530,806440,Low Income,117
68530,806440,Very Low Income,267
68530,967677,Low Income,58
68530,967677,Very Low Income,117
68530,967209,Low Income,18
68530,806376,Low Income,52
68530,806376,Very Low Income,155
68530,977818,Low Income,62
68530,977818,Very Low Income,145
68530,806274,Low Income,39
68530,806274,Very Low Income,168
68530,806230,Low Income,123
68530,806230,Very Low Income,261
68530,951843,Low Income,36
68530,806290,Low Income,124
68530,806290,Very Low Income,260
68530,967664,Low Income,61
68530,967664,Very Low Income,114
68530,967681,Low Income,43
68530,967681,Very Low Income,164
68530,977823,Low Income,69
68530,977823,Very Low Income,106
68530,806439,Low Income,120
68530,806439,Very Low Income,264
68530,806453,Low Income,56
68530,806453,Very Low Income,151
68530,977836,Low Income,57
68530,977836,Very Low Income,93
68530,806665,Low Income,5
68530,806665,Very Low Income,202
68530,977880,Very Low Income,150
68530,977856,Very Low Income,150
68530,806664,Low Income,20
68530,806664,Very Low Income,155
68530,806761,Low Income,16
68530,806761,Very Low Income,159
68530,806763,Low Income,2
68530,806763,Very Low Income,205
68530,806765,Low Income,19
68530,806765,Very Low Income,156
68530,806657,Low Income,99
68530,806657,Very Low Income,285
68530,977849,Low Income,16
68530,977849,Very Low Income,159
68530,977848,Very Low Income,150
68530,977853,Very Low Income,150
68530,977882,Low Income,4
68530,977882,Very Low Income,203
68530,977883,Low Income,3
68530,977883,Very Low Income,204
68530,977857,Low Income,17
68530,977857,Very Low Income,158
68530,806658,Low Income,101
68530,806658,Very Low Income,283
68530,977884,Low Income,4
68530,977884,Very Low Income,203
68530,977881,Low Income,14
68530,977881,Very Low Income,161
68530,977854,Low Income,18
68530,977854,Very Low Income,157
68530,806655,Low Income,20
68530,806655,Very Low Income,155
68530,806762,Low Income,2
68530,806762,Very Low Income,205
68530,806656,Low Income,87
68530,806656,Very Low Income,297
68542,104641,Extremely Low Income,6
68542,104641,Other,1
68542,104641,Very Low Income,126
68567,628815,Low Income,34
68567,628815,Other,1
68567,628815,Very Low Income,27
68572,992115,Extremely Low Income,43
68572,992115,Low Income,9
68572,992115,Other,1
68572,992115,Very Low Income,5
68665,2716,Low Income,5
68665,2716,Very Low Income,55
68665,904741,Extremely Low Income,8
68665,904741,Low Income,49
68665,904741,Very Low Income,127
68665,2713,Extremely Low Income,7
68665,2713,Low Income,27
68665,2713,Other,2
68665,2713,Very Low Income,262
68665,804799,Extremely Low Income,8
68665,804799,Low Income,12
68665,804799,Very Low Income,64
68726,63011,Other,1
68726,63011,Very Low Income,7
68726,125025,Low Income,3
68726,125025,Very Low Income,15
68726,110183,Extremely Low Income,7
68726,110183,Low Income,5
68726,110183,Other,1
68726,110183,Very Low Income,28
68726,63260,Very Low Income,9
68733,216940,Extremely Low Income,34
68733,216940,Low Income,9
68733,216940,Very Low Income,31
68741,996280,Extremely Low Income,113
68741,996280,Low Income,14
68741,996280,Other,1
68741,996280,Very Low Income,32
68741,996281,Extremely Low Income,113
68741,996281,Low Income,17
68741,996281,Other,1
68741,996281,Very Low Income,32
68766,1004347,Extremely Low Income,70
68766,1004347,Low Income,21
68766,1004347,Other,1
68766,1004347,Very Low Income,24
68781,992093,Extremely Low Income,40
68781,992093,Low Income,26
68782,322124,Other,1
68782,322124,Very Low Income,326
68803,9798,Other,1
68803,9798,Very Low Income,188
68810,6199,Extremely Low Income,24
68810,6199,Low Income,3
68810,6199,Other,1
68810,6199,Very Low Income,19
68815,896309,Low Income,77
68815,896309,Moderate Income,1
68815,896309,Very Low Income,46
68831,115286,Extremely Low Income,18
68831,115286,Low Income,16
68831,115286,Other,1
68831,88276,Extremely Low Income,24
68831,88276,Low Income,23
68831,88276,Other,1
68832,85943,Extremely Low Income,6
68832,85943,Low Income,6
68832,85944,Extremely Low Income,6
68832,85944,Low Income,6
68832,122960,Extremely Low Income,16
68832,122960,Low Income,14
68832,122960,Other,1
68832,112736,Extremely Low Income,13
68832,112736,Low Income,12
68832,112736,Other,1
68832,85940,Extremely Low Income,7
68832,85940,Low Income,5
68832,85940,Other,1
68833,66764,Extremely Low Income,15
68833,66764,Low Income,13
68833,66764,Other,1
68833,66439,Extremely Low Income,25
68833,66439,Low Income,24
68833,66439,Other,1
68833,81701,Extremely Low Income,29
68833,81701,Low Income,28
68833,81701,Other,1
68833,66759,Extremely Low Income,16
68833,66759,Low Income,15
68833,125735,Extremely Low Income,8
68833,125735,Low Income,30
68833,125735,Moderate Income,14
68833,125735,Other,1
68833,125735,Very Low Income,7
68867,989006,Low Income,6
68867,989006,Moderate Income,14
68890,804722,Extremely Low Income,72
68890,6551,Extremely Low Income,157
68890,6551,Other,1
68890,804714,Extremely Low Income,188
68890,804721,Extremely Low Income,16
68944,430638,Very Low Income,20
68962,1001734,Extremely Low Income,29
68962,1001734,Very Low Income,1
68968,6836,Extremely Low Income,86
68968,6836,Other,1
68968,6836,Very Low Income,1
69042,992290,Extremely Low Income,156
69042,992290,Other,1
69099,1002488,Extremely Low Income,117
69099,1002488,Other,1
69140,122133,Extremely Low Income,25
69140,122133,Low Income,24
69140,122133,Other,1
69140,67067,Extremely Low Income,33
69140,67067,Low Income,31
69140,67067,Other,1
69178,375015,Extremely Low Income,18
69178,375015,Low Income,1
69178,375015,Other,1
69178,375015,Very Low Income,35
69217,73440,Extremely Low Income,27
69217,73440,Low Income,27
69217,73453,Extremely Low Income,36
69217,73453,Low Income,35
69217,73453,Other,1
69218,183293,Extremely Low Income,1
69218,183293,Low Income,9
69218,183293,Other,1
69218,183293,Very Low Income,1
69218,287684,Extremely Low Income,6
69218,287684,Low Income,10
69218,355164,Extremely Low Income,2
69218,355164,Low Income,10
69218,355164,Other,1
69218,355164,Very Low Income,7
69246,77588,Extremely Low Income,5
69246,77588,Low Income,6
69246,77588,Other,1
69246,77588,Very Low Income,32
69246,60039,Extremely Low Income,3
69246,60039,Low Income,7
69246,60039,Other,1
69246,60039,Very Low Income,9
69246,65778,Extremely Low Income,3
69246,65778,Low Income,3
69246,65778,Very Low Income,13
69246,60043,Extremely Low Income,5
69246,60043,Low Income,9
69246,60043,Other,1
69246,60043,Very Low Income,15
69246,60030,Extremely Low Income,1
69246,60030,Low Income,5
69246,60030,Very Low Income,15
69246,60040,Low Income,4
69246,60040,Very Low Income,12
69246,65749,Low Income,4
69246,65749,Very Low Income,4
69246,120128,Low Income,3
69246,120128,Very Low Income,6
69246,60025,Low Income,3
69246,60025,Other,1
69246,60025,Very Low Income,26
69246,60031,Low Income,11
69246,60031,Other,1
69246,60031,Very Low Income,10
69259,1004340,Extremely Low Income,213
69259,1004340,Low Income,84
69259,1004340,Other,1
69259,1004340,Very Low Income,28
69280,83696,Extremely Low Income,1
69280,83696,Low Income,14
69280,83696,Other,1
69280,83696,Very Low Income,38
69286,812434,Low Income,46
69286,812434,Moderate Income,3
69286,812434,Very Low Income,7
69286,714902,Low Income,54
69286,714902,Other,1
69286,714902,Very Low Income,1
69287,9801,Extremely Low Income,30
69287,9801,Low Income,20
69287,9801,Moderate Income,9
69287,9801,Other,1
69287,9801,Very Low Income,140
69305,90266,Low Income,22
69305,90266,Other,1
69305,90266,Very Low Income,2
69402,1000134,Extremely Low Income,71
69402,1000134,Low Income,45
69402,1000134,Other,1
69439,10734,Extremely Low Income,33
69440,37054,Extremely Low Income,14
69440,37054,Low Income,43
69440,37054,Other,1
69440,37054,Very Low Income,62
69441,360427,Extremely Low Income,1
69441,360427,Very Low Income,4
69441,307343,Extremely Low Income,2
69441,307343,Low Income,2
69441,307343,Very Low Income,4
69441,373725,Other,1
69441,373725,Very Low Income,19
69441,209164,Very Low Income,4
69441,296014,Extremely Low Income,2
69441,296014,Very Low Income,6
69441,307342,Very Low Income,8
69441,331146,Very Low Income,8
