Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
72296,BK- 101 FLEET PLACE_MIH72168,Multifamily Incentives Program,05/04/2023,,No,Non Prevailing Wage,421a,0,30,32,12,0,0,74,0,74,294,0
72299,100 LENOX ROAD APARTMENTS,Multifamily Incentives Program,01/06/2022,02/03/2023,No,Non Prevailing Wage,421a,0,0,0,0,29,0,29,0,29,95,0
72300,14 DUFFIELD STREET APARTMENTS,Multifamily Incentives Program,11/23/2021,08/25/2022,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
72301,2524 ALBEMARLE ROAD,Multifamily Incentives Program,01/12/2022,11/07/2022,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
72317,CONFIDENTIAL,Homeowner Assistance Program,04/08/2022,04/08/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72322,CONFIDENTIAL,Homeowner Assistance Program,01/14/2022,03/25/2022,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72328,CONFIDENTIAL,Homeowner Assistance Program,07/22/2021,12/16/2022,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,0
72330,CONFIDENTIAL,Homeowner Assistance Program,10/07/2022,,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72333,CONFIDENTIAL,Homeowner Assistance Program,09/27/2022,03/10/2023,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,0
72340,MANHATTAN - 401 WEST 207TH STREET_MIH72311,Multifamily Incentives Program,09/13/2023,,No,Non Prevailing Wage,421a,0,28,27,0,13,0,68,0,68,270,0
72347,CONFIDENTIAL,Homeowner Assistance Program,03/25/2022,03/25/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72349,CONFIDENTIAL,Homeowner Assistance Program,09/08/2022,01/18/2023,No,Non Prevailing Wage,,0,0,0,0,2,0,0,2,2,2,2
72350,CONFIDENTIAL,Homeowner Assistance Program,09/12/2022,,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72354,CONFIDENTIAL,Homeowner Assistance Program,04/15/2022,04/15/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72356,CONFIDENTIAL,Homeowner Assistance Program,04/25/2022,04/25/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72357,CONFIDENTIAL,Homeowner Assistance Program,04/15/2022,04/15/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72358,CONFIDENTIAL,Homeowner Assistance Program,04/22/2022,04/22/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72360,CONFIDENTIAL,Homeowner Assistance Program,06/17/2022,06/17/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72364,MANHATTAN - 4778 BROADWAY_MIH72087,Multifamily Incentives Program,02/17/2023,,No,Non Prevailing Wage,421a,0,8,11,2,0,0,21,0,21,80,0
72371,CONFIDENTIAL,Homeowner Assistance Program,04/22/2022,04/22/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72372,CONFIDENTIAL,Homeowner Assistance Program,04/29/2022,04/29/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72374,CONFIDENTIAL,Homeowner Assistance Program,04/18/2022,04/18/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72377,267 BOND STREET,Multifamily Incentives Program,05/19/2023,,No,Non Prevailing Wage,421a,0,35,35,18,0,0,88,0,88,344,0
72394,CONFIDENTIAL,Homeowner Assistance Program,05/06/2022,05/06/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72395,CONFIDENTIAL,Homeowner Assistance Program,05/06/2022,05/06/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72401,CONFIDENTIAL,Homeowner Assistance Program,05/17/2022,05/17/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72402,CONFIDENTIAL,Homeowner Assistance Program,05/20/2022,05/20/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72413,375 DEAN STREET,Multifamily Incentives Program,11/30/2022,,No,Non Prevailing Wage,421a,0,28,0,5,0,0,33,0,33,143,0
72418,95-25 WALTHAM STREET,Multifamily Incentives Program,06/07/2023,,No,Non Prevailing Wage,421a,0,0,22,0,0,0,22,0,22,52,0
72419,4519 WPR,Multifamily Incentives Program,11/04/2020,,No,Non Prevailing Wage,,36,33,28,0,0,0,97,0,97,98,0
72420,45-02 QUEENS BLVD,Multifamily Incentives Program,07/27/2023,,No,Non Prevailing Wage,421a,0,0,13,0,0,0,13,0,13,63,0
72429,CONFIDENTIAL,Homeowner Assistance Program,05/26/2022,05/26/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72430,CONFIDENTIAL,Homeowner Assistance Program,05/26/2022,05/26/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72441,CONFIDENTIAL,Homeowner Assistance Program,06/03/2022,06/03/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72453,GRAMERCY LEAF.YR15.FY23,Multifamily Finance Program,06/15/2023,,No,Non Prevailing Wage,420c,50,0,0,0,0,0,50,0,50,50,19
72456,DUNCAN GENNS.HUDMF.FY23,Multifamily Finance Program,06/28/2023,,No,Non Prevailing Wage,Article XI,98,4,0,0,0,1,103,0,103,103,102
72457,57-41 GRANGER STREET,Multifamily Incentives Program,04/04/2022,11/15/2022,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,6,0
72458,2735 EAST 13TH STREET APARTMENTS,Multifamily Incentives Program,05/19/2022,10/24/2022,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,19,0
72459,29 EVELYN PLACE APARTMENTS,Multifamily Incentives Program,02/25/2022,03/28/2023,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,11,0
72460,1985 HONEYWELL AVENUE APARTMENTS,Multifamily Incentives Program,02/24/2022,01/31/2023,No,Non Prevailing Wage,421a,0,0,0,0,10,0,10,0,10,33,0
72461,720 LIBERTY AVENUE,Multifamily Incentives Program,03/07/2022,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
72463,802 HOWARD AVENUE APARTMENTS,Multifamily Incentives Program,02/16/2022,10/03/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
72464,115 PARK AVENUE APARTMENTS,Multifamily Incentives Program,03/24/2022,01/27/2023,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0
72465,3827 CARPENTER AVENUE,Multifamily Incentives Program,03/16/2022,04/18/2023,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,15,0
72466,61-63 PITT STREET APARTMENTS,Multifamily Incentives Program,03/28/2022,,No,Non Prevailing Wage,421a,0,0,6,0,12,0,18,0,18,59,0
72468,781 FOUNTAIN,Multifamily Incentives Program,04/01/2022,11/07/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
72470,88 LINDEN BOULEVARD,Multifamily Incentives Program,04/11/2022,,No,Non Prevailing Wage,421a,0,0,0,0,20,0,20,0,20,66,0
72472,304 EAST 134TH STREET APARTMENTS,Multifamily Incentives Program,11/18/2021,10/24/2022,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,22,0
72475,13-15 JEFFERSON,Multifamily Incentives Program,12/20/2021,12/20/2021,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
72476,1525 & 1527 NEW YORK AVENUE,Multifamily Incentives Program,06/28/2020,02/26/2021,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
72477,20 PRESCOTT PLACE,Multifamily Incentives Program,08/11/2021,08/12/2022,No,Non Prevailing Wage,421a,0,0,0,0,15,0,15,0,15,49,0
72478,524 OCEAN VIEW AVENUE AKA THE CROWN,Multifamily Incentives Program,06/30/2020,,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,27,0
72479,14-55 31ST AVENUE APARTMENTS,Multifamily Incentives Program,08/21/2020,,No,Non Prevailing Wage,421a,0,0,0,0,14,0,14,0,14,45,0
72480,66 LINDEN STREET,Multifamily Incentives Program,10/19/2020,01/21/2021,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
72481,170 EAST 206TH STREET,Multifamily Incentives Program,05/20/2021,04/29/2022,No,Non Prevailing Wage,421a,0,0,0,0,24,0,24,0,24,79,0
72482,25-27 EAST 198TH STREET APARTMENTS,Multifamily Incentives Program,01/14/2021,02/04/2022,No,Non Prevailing Wage,421a,0,0,0,0,14,0,14,0,14,46,0
72483,2434 BRONX PARK EAST,Multifamily Incentives Program,08/18/2021,09/02/2022,No,Non Prevailing Wage,421a,0,0,0,0,18,0,18,0,18,57,0
72485,283 POWERS STREET APARTMENTS,Multifamily Incentives Program,08/18/2020,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0
72486,164-11 HIGHLAND AVENUE,Multifamily Incentives Program,11/19/2021,,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
72487,134-40 BLOSSOM AVENUE APARTMENTS,Multifamily Incentives Program,04/15/2022,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
72489,2439 BARKER AVENUE,Multifamily Incentives Program,04/01/2022,09/09/2022,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
72491,1808 MOHEGAN AVENUE,Multifamily Incentives Program,04/21/2022,11/07/2022,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,13,0
72492,846 MONROE STREET,Multifamily Incentives Program,01/27/2022,12/19/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
72493,2116 COLONIAL AVENUE,Multifamily Incentives Program,02/25/2022,05/24/2023,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0
72494,1361 TELLER AVENUE,Multifamily Incentives Program,03/02/2022,,No,Non Prevailing Wage,421a,0,0,0,0,16,0,16,0,16,17,0
72495,134-19 BLOSSOM AVENUE APARTMENTS,Multifamily Incentives Program,04/15/2022,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
72496,1463 NEW YORK AVENUE APARTMENTS,Multifamily Incentives Program,04/05/2022,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,17,0
72497,503 EVERGREEN AVENUE,Multifamily Incentives Program,02/04/2022,07/15/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0
72498,1169 HOE AVENUE APARTMENT,Multifamily Incentives Program,04/27/2022,08/26/2022,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,38,0
72499,485 EAST 28TH STREET APARTMENTS,Multifamily Incentives Program,01/06/2022,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,17,0
72500,31-07 ASTORIA APARTMENTS,Multifamily Incentives Program,02/28/2022,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
72501,378 WEIRFIELD STREET APARTMENTS,Multifamily Incentives Program,04/12/2022,04/03/2023,No,Non Prevailing Wage,421a,0,0,0,0,12,0,12,0,12,39,0
72502,396 SHEPHERD AVENUE APARTMENTS,Multifamily Incentives Program,03/08/2022,06/08/2023,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
72503,22 CHAPEL STREET APARTMENTS,Multifamily Incentives Program,04/25/2022,,No,Non Prevailing Wage,421a,0,0,0,0,55,0,55,0,55,180,0
72504,328 21ST STREET APARTMENTS,Multifamily Incentives Program,04/11/2022,01/13/2023,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
72505,31-05 21ST STREET,Multifamily Incentives Program,03/29/2022,,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,23,0
72506,THE DEERMAR,Multifamily Incentives Program,05/16/2022,02/16/2023,No,Non Prevailing Wage,421a,0,0,0,0,22,0,22,0,22,72,0
72508,2333 BEAUMONT AVENUE,Multifamily Incentives Program,04/06/2022,,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
72509,"1537, 1539, 1541 DEAN STREET",Multifamily Incentives Program,05/09/2022,,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,14,0
72510,91-03 WHITNEY AVENUE,Multifamily Incentives Program,09/21/2020,04/09/2021,No,Non Prevailing Wage,421a,0,0,0,0,10,0,10,0,10,20,0
72512,CONFIDENTIAL,Homeowner Assistance Program,06/10/2022,06/10/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72520,CONFIDENTIAL,Homeowner Assistance Program,06/01/2022,10/31/2022,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72521,CONFIDENTIAL,Homeowner Assistance Program,06/01/2022,02/15/2023,No,Non Prevailing Wage,,0,3,0,0,0,0,0,3,3,3,0
72522,CONFIDENTIAL,Homeowner Assistance Program,06/01/2022,10/10/2022,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72523,CONFIDENTIAL,Homeowner Assistance Program,06/01/2022,01/27/2023,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72524,CONFIDENTIAL,Homeowner Assistance Program,06/02/2022,12/09/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72527,CONFIDENTIAL,Homeowner Assistance Program,06/22/2022,06/22/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72530,KEITH PLAZA,Multifamily Finance Program,01/12/2022,,No,Non Prevailing Wage,,0,0,0,0,310,1,311,0,311,311,0
72540,CONFIDENTIAL,Homeowner Assistance Program,06/13/2022,09/21/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72541,CONFIDENTIAL,Homeowner Assistance Program,06/16/2022,09/15/2022,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72542,CONFIDENTIAL,Homeowner Assistance Program,06/03/2022,09/08/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72543,CONFIDENTIAL,Homeowner Assistance Program,06/17/2022,06/28/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72547,CONFIDENTIAL,Homeowner Assistance Program,06/17/2022,10/28/2022,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,0
72548,CONFIDENTIAL,Homeowner Assistance Program,06/15/2022,11/07/2022,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72549,CONFIDENTIAL,Homeowner Assistance Program,06/23/2022,06/23/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72550,CONFIDENTIAL,Homeowner Assistance Program,06/29/2022,06/29/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72551,CONFIDENTIAL,Homeowner Assistance Program,06/24/2022,06/24/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72552,CONFIDENTIAL,Homeowner Assistance Program,06/13/2022,,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72553,CONFIDENTIAL,Homeowner Assistance Program,06/23/2022,,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72563,CONFIDENTIAL,Homeowner Assistance Program,06/29/2022,06/29/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72577,CONFIDENTIAL,Homeowner Assistance Program,06/30/2022,06/30/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72578,CONFIDENTIAL,Homeowner Assistance Program,06/30/2022,06/30/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72580,KELLY TOWERS (HDC),Multifamily Finance Program,01/12/2022,,No,Non Prevailing Wage,,0,0,302,0,0,0,302,0,302,302,0
72582,CONFIDENTIAL,Homeowner Assistance Program,06/28/2022,09/23/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,1
72583,CONFIDENTIAL,Homeowner Assistance Program,06/28/2022,10/18/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72585,CONFIDENTIAL,Homeowner Assistance Program,05/22/2023,,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0
72586,CONFIDENTIAL,Homeowner Assistance Program,10/24/2022,,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72587,CONFIDENTIAL,Homeowner Assistance Program,10/19/2022,05/25/2023,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72601,CONFIDENTIAL,Homeowner Assistance Program,06/15/2022,,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72602,CONFIDENTIAL,Homeowner Assistance Program,06/15/2022,,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72603,CONFIDENTIAL,Homeowner Assistance Program,06/24/2022,10/28/2022,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72604,CONFIDENTIAL,Homeowner Assistance Program,06/30/2022,02/10/2023,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72610,68 GOLD STREET,Multifamily Incentives Program,04/12/2022,,No,Non Prevailing Wage,421a,0,0,0,0,18,0,18,0,18,58,0
72611,903 EAGLE AVENUE,Multifamily Incentives Program,04/19/2022,12/16/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,3,0
72612,2321 BELMONT AVENUE APARTMENTS,Multifamily Incentives Program,05/06/2022,,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,42,0
72613,56-15 VAN CLEEF STREET APARTMENTS,Multifamily Incentives Program,05/16/2022,01/18/2023,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
72614,829 TILDEN STREET,Multifamily Incentives Program,05/23/2022,03/24/2023,No,Non Prevailing Wage,421a,0,0,0,0,28,0,28,0,28,92,0
72615,101 PATCHEN AVENUE,Multifamily Incentives Program,06/09/2022,11/15/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
72617,CONFIDENTIAL,Homeowner Assistance Program,03/10/2022,10/06/2022,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72622,160 CLARKSON AVE APARTMENTS,Multifamily Incentives Program,11/22/2021,,No,Non Prevailing Wage,421a,0,0,0,0,36,0,36,0,36,116,0
72623,1353 PURDY STREET APARTMENTS,Multifamily Incentives Program,11/16/2021,,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,26,0
72625,1111 FOSTER AVENUE APARTMENTS,Multifamily Incentives Program,12/14/2021,,No,Non Prevailing Wage,421a,0,0,0,0,18,0,18,0,18,60,0
72630,CONFIDENTIAL,Homeowner Assistance Program,06/28/2022,,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,2
72632,CONFIDENTIAL,Homeowner Assistance Program,06/30/2022,09/14/2023,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72633,CONFIDENTIAL,Homeowner Assistance Program,06/30/2022,03/03/2023,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72634,CONFIDENTIAL,Homeowner Assistance Program,06/30/2022,02/06/2023,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72635,CONFIDENTIAL,Homeowner Assistance Program,06/24/2022,07/28/2022,No,Non Prevailing Wage,,4,0,0,0,0,0,0,4,4,4,0
72640,CONFIDENTIAL,Homeowner Assistance Program,06/20/2022,,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72641,CONFIDENTIAL,Homeowner Assistance Program,05/27/2022,10/28/2022,No,Non Prevailing Wage,,0,0,0,0,2,0,0,2,2,2,2
72642,CONFIDENTIAL,Homeowner Assistance Program,05/24/2022,09/29/2022,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72643,CONFIDENTIAL,Homeowner Assistance Program,05/10/2022,08/11/2022,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0
72644,CONFIDENTIAL,Homeowner Assistance Program,05/10/2022,08/23/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72645,CONFIDENTIAL,Homeowner Assistance Program,05/06/2022,,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72646,CONFIDENTIAL,Homeowner Assistance Program,06/30/2022,11/30/2022,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,0
72647,CONFIDENTIAL,Homeowner Assistance Program,04/26/2022,06/29/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72648,CONFIDENTIAL,Homeowner Assistance Program,04/01/2022,05/27/2022,No,Non Prevailing Wage,,0,0,4,0,0,0,0,4,4,4,0
72649,CONFIDENTIAL,Homeowner Assistance Program,03/31/2022,,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72650,CONFIDENTIAL,Homeowner Assistance Program,03/31/2022,12/20/2022,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72651,CONFIDENTIAL,Homeowner Assistance Program,06/03/2022,08/11/2023,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72652,CONFIDENTIAL,Homeowner Assistance Program,03/25/2022,07/08/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72653,CONFIDENTIAL,Homeowner Assistance Program,06/23/2022,08/11/2023,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72656,CONFIDENTIAL,Homeowner Assistance Program,06/16/2022,08/11/2023,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72657,CONFIDENTIAL,Homeowner Assistance Program,06/01/2022,08/11/2023,No,Non Prevailing Wage,,0,0,0,4,0,0,0,4,4,4,0
72658,CONFIDENTIAL,Homeowner Assistance Program,06/23/2022,08/11/2023,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72659,CONFIDENTIAL,Homeowner Assistance Program,06/23/2022,08/11/2023,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,2
72660,CONFIDENTIAL,Homeowner Assistance Program,03/05/2022,05/26/2022,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
72661,CONFIDENTIAL,Homeowner Assistance Program,02/26/2022,04/21/2022,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,0
72662,CONFIDENTIAL,Homeowner Assistance Program,02/18/2022,05/23/2023,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0
72663,CONFIDENTIAL,Homeowner Assistance Program,02/09/2022,04/15/2022,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72664,CONFIDENTIAL,Homeowner Assistance Program,02/07/2022,,No,Non Prevailing Wage,,0,0,0,3,0,0,0,3,3,3,0
72665,CONFIDENTIAL,Homeowner Assistance Program,01/28/2022,04/28/2022,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72667,CONFIDENTIAL,Homeowner Assistance Program,07/18/2022,10/28/2022,No,Non Prevailing Wage,,0,0,0,0,2,0,0,2,2,2,0
72668,CONFIDENTIAL,Homeowner Assistance Program,06/15/2022,09/19/2022,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
72669,CONFIDENTIAL,Homeowner Assistance Program,06/29/2022,12/29/2022,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
72670,CONFIDENTIAL,Homeowner Assistance Program,06/13/2022,10/22/2022,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
72671,CONFIDENTIAL,Homeowner Assistance Program,06/13/2022,10/20/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72673,CONFIDENTIAL,Homeowner Assistance Program,06/29/2022,10/20/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72674,CONFIDENTIAL,Homeowner Assistance Program,06/15/2022,09/19/2022,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,0
72675,CONFIDENTIAL,Homeowner Assistance Program,06/29/2022,11/12/2022,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0
72676,CONFIDENTIAL,Homeowner Assistance Program,06/17/2022,07/27/2022,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,0
72677,CONFIDENTIAL,Homeowner Assistance Program,07/14/2022,07/14/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72678,CONFIDENTIAL,Homeowner Assistance Program,07/08/2022,07/08/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72688,5712-5718 7TH AVENUE,Multifamily Incentives Program,06/13/2023,,No,Non Prevailing Wage,421a,0,0,10,0,0,0,10,0,10,53,0
72692,TRINITY APARTMENTS.HUDMF.FY23,Multifamily Finance Program,06/16/2023,06/16/2023,Yes,Non Prevailing Wage,420c,63,8,3,1,0,1,76,0,76,76,0
72697,230 EAST 88TH ST CORP.PLP.FY23 (ROSALIE MANNING),Multifamily Finance Program,06/29/2023,,No,Non Prevailing Wage,Article II,5,90,13,0,0,1,0,109,109,109,0
72701,CONFIDENTIAL,Homeowner Assistance Program,03/17/2023,09/26/2023,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72703,CONFIDENTIAL,Homeowner Assistance Program,07/15/2022,07/15/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72704,CONFIDENTIAL,Homeowner Assistance Program,05/05/2023,,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,2
72705,CONFIDENTIAL,Homeowner Assistance Program,07/15/2022,07/15/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72716,92 TOMPKINS AVENUE,Multifamily Incentives Program,07/25/2023,,No,Non Prevailing Wage,421a,0,0,13,0,0,0,13,0,13,55,0
72730,CONFIDENTIAL,Homeowner Assistance Program,07/19/2022,07/19/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72746,BORINQUEN COURT ASSOCIATES LP.HUDMF.FY23,Multifamily Finance Program,12/23/2022,12/23/2022,No,Non Prevailing Wage,420c,139,5,0,0,0,1,145,0,145,145,0
72777,1 JAVA STREET,Multifamily Incentives Program,03/09/2023,,No,Non Prevailing Wage,421a,0,0,67,0,132,0,199,0,199,834,0
72782,1985 JEROME AVENUE_MIH72434,Multifamily Incentives Program,06/02/2023,,No,Non Prevailing Wage,421a,0,9,19,0,0,0,28,0,28,110,0
72783,250 EAST 83 ST,Multifamily Incentives Program,12/07/2022,,No,Non Prevailing Wage,421a,0,0,9,0,0,0,9,0,9,128,0
72789,CONFIDENTIAL,Homeowner Assistance Program,08/08/2022,08/08/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
72791,210 GREENPOINT AVENUE A/K/A 237 MCGUINNESS BOULEVARD,Multifamily Incentives Program,03/29/2023,,No,Non Prevailing Wage,421a,0,0,13,0,0,0,13,0,13,70,0
72793,CONFIDENTIAL,Homeowner Assistance Program,08/10/2022,08/10/2022,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
